Theme,Subtheme,Keyword,Emotion
MEMORY & REFLECTION,Time passing,growing older,"sadness, pride, curiosity, grief, relief, realization, neutral"
MEMORY & REFLECTION,Time passing,fleeting time,"sadness, pride, curiosity, grief, relief, realization, neutral"
MEMORY & REFLECTION,Time passing,passing moments,"sadness, pride, curiosity, grief, relief, realization, neutral"
MEMORY & REFLECTION,Time passing,aging,"sadness, pride, curiosity, grief, relief, realization, neutral"
MEMORY & REFLECTION,Time passing,life passing,"sadness, pride, curiosity, grief, relief, realization, neutral"
MEMORY & REFLECTION,Time passing,fleeting youth,"sadness, pride, curiosity, grief, relief, realization, neutral"
MEMORY & REFLECTION,Time passing,seasons change,"sadness, pride, curiosity, grief, relief, realization, neutral"
MEMORY & REFLECTION,Time passing,life stages,"sadness, pride, curiosity, grief, relief, realization, neutral"
MEMORY & REFLECTION,Time passing,golden years,"sadness, pride, curiosity, grief, relief, realization, neutral"
MEMORY & REFLECTION,Time passing,reminiscing past,"sadness, pride, curiosity, grief, relief, realization, neutral"
MEMORY & REFLECTION,Time passing,milestones,"sadness, pride, curiosity, grief, relief, realization, neutral"
MEMORY & REFLECTION,Time passing,birthdays,"sadness, pride, curiosity, grief, relief, realization, neutral"
MEMORY & REFLECTION,Time passing,anniversaries,"sadness, pride, curiosity, grief, relief, realization, neutral"
MEMORY & REFLECTION,Time passing,changing times,"sadness, pride, curiosity, grief, relief, realization, neutral"
MEMORY & REFLECTION,Time passing,reminiscing past eras,"sadness, pride, curiosity, grief, relief, realization, neutral"
MEMORY & REFLECTION,Time passing,swift passage,"sadness, pride, curiosity, grief, relief, realization, neutral"
MEMORY & REFLECTION,Time passing,moving through life,"sadness, pride, curiosity, grief, relief, realization, neutral"
MEMORY & REFLECTION,Time passing,life's journey,"sadness, pride, curiosity, grief, relief, realization, neutral"
MEMORY & REFLECTION,Time passing,ephemeral,"sadness, pride, curiosity, grief, relief, realization, neutral"
MEMORY & REFLECTION,Time passing,transient,"sadness, pride, curiosity, grief, relief, realization, neutral"
MEMORY & REFLECTION,Time passing,aging gracefully,"sadness, pride, curiosity, grief, relief, realization, neutral"
MEMORY & REFLECTION,Time passing,wrinkles,"sadness, pride, curiosity, grief, relief, realization, neutral"
MEMORY & REFLECTION,Time passing,memories fading,"sadness, pride, curiosity, grief, relief, realization, neutral"
MEMORY & REFLECTION,Time passing,life evolving,"sadness, pride, curiosity, grief, relief, realization, neutral"
MEMORY & REFLECTION,Learning from past,mistakes,"pride, disgust, opimism, realization, neutral"
MEMORY & REFLECTION,Learning from past,learned,"pride, disgust, opimism, realization, neutral"
MEMORY & REFLECTION,Learning from past,growth,"pride, disgust, opimism, realization, neutral"
MEMORY & REFLECTION,Learning from past,reflection,"pride, disgust, opimism, realization, neutral"
MEMORY & REFLECTION,Learning from past,wisdom,"pride, disgust, opimism, realization, neutral"
MEMORY & REFLECTION,Learning from past,wise,"pride, disgust, opimism, realization, neutral"
MEMORY & REFLECTION,Learning from past,better person,"pride, disgust, opimism, realization, neutral"
MEMORY & REFLECTION,Learning from past,made stronger,"pride, disgust, opimism, realization, neutral"
MEMORY & REFLECTION,Learning from past,lessons learned,"pride, disgust, opimism, realization, neutral"
MEMORY & REFLECTION,Learning from past,insight,"pride, disgust, opimism, realization, neutral"
MEMORY & REFLECTION,Learning from past,self-improvement,"pride, disgust, opimism, realization, neutral"
MEMORY & REFLECTION,Learning from past,personal growth,"pride, disgust, opimism, realization, neutral"
MEMORY & REFLECTION,Learning from past,evolving,"pride, disgust, opimism, realization, neutral"
MEMORY & REFLECTION,Learning from past,overcoming challenges,"pride, disgust, opimism, realization, neutral"
MEMORY & REFLECTION,Learning from past,hindsight,"pride, disgust, opimism, realization, neutral"
MEMORY & REFLECTION,Learning from past,experience,"pride, disgust, opimism, realization, neutral"
MEMORY & REFLECTION,Learning from past,hard-earned knowledge,"pride, disgust, opimism, realization, neutral"
MEMORY & REFLECTION,Learning from past,resilience,"pride, disgust, opimism, realization, neutral"
MEMORY & REFLECTION,Learning from past,self-awareness,"pride, disgust, opimism, realization, neutral"
MEMORY & REFLECTION,Learning from past,mistakes as lessons,"pride, disgust, opimism, realization, neutral"
MEMORY & REFLECTION,Learning from past,learned from failures,"pride, disgust, opimism, realization, neutral"
MEMORY & REFLECTION,Learning from past,self-reflection,"pride, disgust, opimism, realization, neutral"
MEMORY & REFLECTION,Learning from past,thinking critically,"pride, disgust, opimism, realization, neutral"
MEMORY & REFLECTION,Learning from past,introspection,"pride, disgust, opimism, realization, neutral"
MEMORY & REFLECTION,Learning from past,transformation,"pride, disgust, opimism, realization, neutral"
MEMORY & REFLECTION,Learning from past,maturity,"pride, disgust, opimism, realization, neutral"
MEMORY & REFLECTION,Learning from past,gaining perspective,"pride, disgust, opimism, realization, neutral"
MEMORY & REFLECTION,Learning from past,lessons of life,"pride, disgust, opimism, realization, neutral"
MEMORY & REFLECTION,Learning from past,growth mindset,"pride, disgust, opimism, realization, neutral"
MEMORY & REFLECTION,Learning from past,becoming stronger,"pride, disgust, opimism, realization, neutral"
HEALTH & BODY,Physical health concerns,pain,"fear, anger, nervousness, sadness, optimism, surprise"
HEALTH & BODY,Physical health concerns,fatigue,"fear, anger, nervousness, sadness, optimism, surprise"
HEALTH & BODY,Physical health concerns,sick,"fear, anger, nervousness, sadness, optimism, surprise"
HEALTH & BODY,Physical health concerns,illness,"fear, anger, nervousness, sadness, optimism, surprise"
HEALTH & BODY,Physical health concerns,treatment,"fear, anger, nervousness, sadness, optimism, surprise"
HEALTH & BODY,Physical health concerns,medicine,"fear, anger, nervousness, sadness, optimism, surprise"
HEALTH & BODY,Physical health concerns,doctor,"fear, anger, nervousness, sadness, optimism, surprise"
HEALTH & BODY,Physical health concerns,fever,"fear, anger, nervousness, sadness, optimism, surprise"
HEALTH & BODY,Physical health concerns,infection,"fear, anger, nervousness, sadness, optimism, surprise"
HEALTH & BODY,Physical health concerns,cold,"fear, anger, nervousness, sadness, optimism, surprise"
HEALTH & BODY,Physical health concerns,flu,"fear, anger, nervousness, sadness, optimism, surprise"
HEALTH & BODY,Physical health concerns,headache,"fear, anger, nervousness, sadness, optimism, surprise"
HEALTH & BODY,Physical health concerns,migraine,"fear, anger, nervousness, sadness, optimism, surprise"
HEALTH & BODY,Physical health concerns,injury,"fear, anger, nervousness, sadness, optimism, surprise"
HEALTH & BODY,Physical health concerns,recovery,"fear, anger, nervousness, sadness, optimism, surprise"
HEALTH & BODY,Physical health concerns,chronic illness,"fear, anger, nervousness, sadness, optimism, surprise"
HEALTH & BODY,Physical health concerns,acute illness,"fear, anger, nervousness, sadness, optimism, surprise"
HEALTH & BODY,Physical health concerns,surgery,"fear, anger, nervousness, sadness, optimism, surprise"
HEALTH & BODY,Physical health concerns,hospitalization,"fear, anger, nervousness, sadness, optimism, surprise"
HEALTH & BODY,Physical health concerns,check-up,"fear, anger, nervousness, sadness, optimism, surprise"
HEALTH & BODY,Physical health concerns,symptoms,"fear, anger, nervousness, sadness, optimism, surprise"
HEALTH & BODY,Physical health concerns,prescription,"fear, anger, nervousness, sadness, optimism, surprise"
HEALTH & BODY,Physical health concerns,therapy,"fear, anger, nervousness, sadness, optimism, surprise"
HEALTH & BODY,Physical health concerns,inflammation,"fear, anger, nervousness, sadness, optimism, surprise"
HEALTH & BODY,Physical health concerns,allergy,"fear, anger, nervousness, sadness, optimism, surprise"
HEALTH & BODY,Physical health concerns,weakness,"fear, anger, nervousness, sadness, optimism, surprise"
HEALTH & BODY,Physical health concerns,dizziness,"fear, anger, nervousness, sadness, optimism, surprise"
HEALTH & BODY,Physical health concerns,nausea,"fear, anger, nervousness, sadness, optimism, surprise"
HEALTH & BODY,Physical health concerns,rehabilitation,"fear, anger, nervousness, sadness, optimism, surprise"
HEALTH & BODY,Physical health concerns,lab tests,"fear, anger, nervousness, sadness, optimism, surprise"
HEALTH & BODY,Physical health concerns,blood pressure,"fear, anger, nervousness, sadness, optimism, surprise"
HEALTH & BODY,Physical health concerns,heart rate,"fear, anger, nervousness, sadness, optimism, surprise"
HEALTH & BODY,Physical health concerns,health scare,"fear, anger, nervousness, sadness, optimism, surprise"
HEALTH & BODY,Physical health concerns,contagious,"fear, anger, nervousness, sadness, optimism, surprise"
HEALTH & BODY,Physical health concerns,physical strain,"fear, anger, nervousness, sadness, optimism, surprise"
HEALTH & BODY,Physical health concerns,aches,"fear, anger, nervousness, sadness, optimism, surprise"
HEALTH & BODY,Physical health concerns,cramps,"fear, anger, nervousness, sadness, optimism, surprise"
HEALTH & BODY,Body image,weight,"disgust, pride, embarrassment, annoyance, neutral, admiration"
HEALTH & BODY,Body image,body,"disgust, pride, embarrassment, annoyance, neutral, admiration"
HEALTH & BODY,Body image,mirror,"disgust, pride, embarrassment, annoyance, neutral, admiration"
HEALTH & BODY,Body image,insecure,"disgust, pride, embarrassment, annoyance, neutral, admiration"
HEALTH & BODY,Body image,diet,"disgust, pride, embarrassment, annoyance, neutral, admiration"
HEALTH & BODY,Body image,appearance,"disgust, pride, embarrassment, annoyance, neutral, admiration"
HEALTH & BODY,Body image,beauty standards,"disgust, pride, embarrassment, annoyance, neutral, admiration"
HEALTH & BODY,Body image,self-conscious,"disgust, pride, embarrassment, annoyance, neutral, admiration"
HEALTH & BODY,Body image,thin,"disgust, pride, embarrassment, annoyance, neutral, admiration"
HEALTH & BODY,Body image,overweight,"disgust, pride, embarrassment, annoyance, neutral, admiration"
HEALTH & BODY,Body image,fit,"disgust, pride, embarrassment, annoyance, neutral, admiration"
HEALTH & BODY,Body image,muscular,"disgust, pride, embarrassment, annoyance, neutral, admiration"
HEALTH & BODY,Body image,slender,"disgust, pride, embarrassment, annoyance, neutral, admiration"
HEALTH & BODY,Body image,curvy,"disgust, pride, embarrassment, annoyance, neutral, admiration"
HEALTH & BODY,Body image,petite,"disgust, pride, embarrassment, annoyance, neutral, admiration"
HEALTH & BODY,Body image,tall,"disgust, pride, embarrassment, annoyance, neutral, admiration"
HEALTH & BODY,Body image,short,"disgust, pride, embarrassment, annoyance, neutral, admiration"
HEALTH & BODY,Body image,blemishes,"disgust, pride, embarrassment, annoyance, neutral, admiration"
HEALTH & BODY,Body image,acne,"disgust, pride, embarrassment, annoyance, neutral, admiration"
HEALTH & BODY,Body image,scars,"disgust, pride, embarrassment, annoyance, neutral, admiration"
HEALTH & BODY,Body image,stretch marks,"disgust, pride, embarrassment, annoyance, neutral, admiration"
HEALTH & BODY,Body image,cellulite,"disgust, pride, embarrassment, annoyance, neutral, admiration"
HEALTH & BODY,Body image,vanity,"disgust, pride, embarrassment, annoyance, neutral, admiration"
HEALTH & BODY,Body image,grooming,"disgust, pride, embarrassment, annoyance, neutral, admiration"
HEALTH & BODY,Body image,confidence,"disgust, pride, embarrassment, annoyance, neutral, admiration"
HEALTH & BODY,Body image,self-esteem,"disgust, pride, embarrassment, annoyance, neutral, admiration"
HEALTH & BODY,Body image,body positivity,"disgust, pride, embarrassment, annoyance, neutral, admiration"
HEALTH & BODY,Body image,body dissatisfaction,"disgust, pride, embarrassment, annoyance, neutral, admiration"
HEALTH & BODY,Body image,comparison,"disgust, pride, embarrassment, annoyance, neutral, admiration"
HEALTH & BODY,Body image,flawless,"disgust, pride, embarrassment, annoyance, neutral, admiration"
HEALTH & BODY,Body image,natural beauty,"disgust, pride, embarrassment, annoyance, neutral, admiration"
HEALTH & BODY,Body image,symmetry,"disgust, pride, embarrassment, annoyance, neutral, admiration"
HEALTH & BODY,Body image,makeup,"disgust, pride, embarrassment, annoyance, neutral, admiration"
HEALTH & BODY,Body image,style,"disgust, pride, embarrassment, annoyance, neutral, admiration"
HEALTH & BODY,Body image,self-perception,"disgust, pride, embarrassment, annoyance, neutral, admiration"
HEALTH & BODY,Body image,physique,"disgust, pride, embarrassment, annoyance, neutral, admiration"
HEALTH & BODY,Body image,toned,"disgust, pride, embarrassment, annoyance, neutral, admiration"
HEALTH & BODY,Body image,unfit,"disgust, pride, embarrassment, annoyance, neutral, admiration"
HEALTH & BODY,Body image,reflection,"disgust, pride, embarrassment, annoyance, neutral, admiration"
HEALTH & BODY,Body image,personal aesthetics,"disgust, pride, embarrassment, annoyance, neutral, admiration"
HEALTH & BODY,Sleep/fatigue,insomnia,"annoyance, exhaustion, anger, neutral, relief, sadness"
HEALTH & BODY,Sleep/fatigue,tired,"annoyance, exhaustion, anger, neutral, relief, sadness"
HEALTH & BODY,Sleep/fatigue,can't sleep,"annoyance, exhaustion, anger, neutral, relief, sadness"
HEALTH & BODY,Sleep/fatigue,exhausted,"annoyance, exhaustion, anger, neutral, relief, sadness"
HEALTH & BODY,Sleep/fatigue,oversleeping,"annoyance, exhaustion, anger, neutral, relief, sadness"
HEALTH & BODY,Sleep/fatigue,rest,"annoyance, exhaustion, anger, neutral, relief, sadness"
HEALTH & BODY,Sleep/fatigue,fatigue,"annoyance, exhaustion, anger, neutral, relief, sadness"
HEALTH & BODY,Sleep/fatigue,drowsy,"annoyance, exhaustion, anger, neutral, relief, sadness"
HEALTH & BODY,Sleep/fatigue,sleepy,"annoyance, exhaustion, anger, neutral, relief, sadness"
HEALTH & BODY,Sleep/fatigue,groggy,"annoyance, exhaustion, anger, neutral, relief, sadness"
HEALTH & BODY,Sleep/fatigue,restless night,"annoyance, exhaustion, anger, neutral, relief, sadness"
HEALTH & BODY,Sleep/fatigue,poor sleep,"annoyance, exhaustion, anger, neutral, relief, sadness"
HEALTH & BODY,Sleep/fatigue,napping,"annoyance, exhaustion, anger, neutral, relief, sadness"
HEALTH & BODY,Sleep/fatigue,REM sleep,"annoyance, exhaustion, anger, neutral, relief, sadness"
HEALTH & BODY,Sleep/fatigue,deep sleep,"annoyance, exhaustion, anger, neutral, relief, sadness"
HEALTH & BODY,Sleep/fatigue,waking up tired,"annoyance, exhaustion, anger, neutral, relief, sadness"
HEALTH & BODY,Sleep/fatigue,disrupted sleep,"annoyance, exhaustion, anger, neutral, relief, sadness"
HEALTH & BODY,Sleep/fatigue,circadian rhythm,"annoyance, exhaustion, anger, neutral, relief, sadness"
HEALTH & BODY,Sleep/fatigue,sleep deprivation,"annoyance, exhaustion, anger, neutral, relief, sadness"
HEALTH & BODY,Sleep/fatigue,bedtime routine,"annoyance, exhaustion, anger, neutral, relief, sadness"
HEALTH & BODY,Sleep/fatigue,early rising,"annoyance, exhaustion, anger, neutral, relief, sadness"
HEALTH & BODY,Sleep/fatigue,lethargy,"annoyance, exhaustion, anger, neutral, relief, sadness"
HEALTH & BODY,Sleep/fatigue,yawning,"annoyance, exhaustion, anger, neutral, relief, sadness"
HEALTH & BODY,Sleep/fatigue,night owl,"annoyance, exhaustion, anger, neutral, relief, sadness"
HEALTH & BODY,Sleep/fatigue,difficulty falling asleep,"annoyance, exhaustion, anger, neutral, relief, sadness"
HEALTH & BODY,Sleep/fatigue,restless mind,"annoyance, exhaustion, anger, neutral, relief, sadness"
HEALTH & BODY,Sleep/fatigue,overworked,"annoyance, exhaustion, anger, neutral, relief, sadness"
HEALTH & BODY,Sleep/fatigue,burnout,"annoyance, exhaustion, anger, neutral, relief, sadness"
HEALTH & BODY,Sleep/fatigue,sleepyhead,"annoyance, exhaustion, anger, neutral, relief, sadness"
HEALTH & BODY,Sleep/fatigue,fatigue from work,"annoyance, exhaustion, anger, neutral, relief, sadness"
HEALTH & BODY,Sleep/fatigue,energy crash,"annoyance, exhaustion, anger, neutral, relief, sadness"
HEALTH & BODY,Exercise,workout,"optimism, pride, pain, joy, amusement, neutral"
HEALTH & BODY,Exercise,gym,"optimism, pride, pain, joy, amusement, neutral"
HEALTH & BODY,Exercise,run,"optimism, pride, pain, joy, amusement, neutral"
HEALTH & BODY,Exercise,yoga,"optimism, pride, pain, joy, amusement, neutral"
HEALTH & BODY,Exercise,active,"optimism, pride, pain, joy, amusement, neutral"
HEALTH & BODY,Exercise,training,"optimism, pride, pain, joy, amusement, neutral"
HEALTH & BODY,Exercise,fitness,"optimism, pride, pain, joy, amusement, neutral"
HEALTH & BODY,Exercise,marathon,"optimism, pride, pain, joy, amusement, neutral"
HEALTH & BODY,Exercise,jogging,"optimism, pride, pain, joy, amusement, neutral"
HEALTH & BODY,Exercise,cycling,"optimism, pride, pain, joy, amusement, neutral"
HEALTH & BODY,Exercise,swimming,"optimism, pride, pain, joy, amusement, neutral"
HEALTH & BODY,Exercise,aerobics,"optimism, pride, pain, joy, amusement, neutral"
HEALTH & BODY,Exercise,pilates,"optimism, pride, pain, joy, amusement, neutral"
HEALTH & BODY,Exercise,stretching,"optimism, pride, pain, joy, amusement, neutral"
HEALTH & BODY,Exercise,strength training,"optimism, pride, pain, joy, amusement, neutral"
HEALTH & BODY,Exercise,cardio,"optimism, pride, pain, joy, amusement, neutral"
HEALTH & BODY,Exercise,resistance training,"optimism, pride, pain, joy, amusement, neutral"
HEALTH & BODY,Exercise,HIIT,"optimism, pride, pain, joy, amusement, neutral"
HEALTH & BODY,Exercise,hiking,"optimism, pride, pain, joy, amusement, neutral"
HEALTH & BODY,Exercise,sports,"optimism, pride, pain, joy, amusement, neutral"
HEALTH & BODY,Exercise,team sports,"optimism, pride, pain, joy, amusement, neutral"
HEALTH & BODY,Exercise,home workout,"optimism, pride, pain, joy, amusement, neutral"
HEALTH & BODY,Exercise,running shoes,"optimism, pride, pain, joy, amusement, neutral"
HEALTH & BODY,Exercise,personal trainer,"optimism, pride, pain, joy, amusement, neutral"
HEALTH & BODY,Exercise,weightlifting,"optimism, pride, pain, joy, amusement, neutral"
HEALTH & BODY,Exercise,push-ups,"optimism, pride, pain, joy, amusement, neutral"
HEALTH & BODY,Exercise,pull-ups,"optimism, pride, pain, joy, amusement, neutral"
HEALTH & BODY,Exercise,core workout,"optimism, pride, pain, joy, amusement, neutral"
HEALTH & BODY,Exercise,endurance,"optimism, pride, pain, joy, amusement, neutral"
HEALTH & BODY,Exercise,flexibility,"optimism, pride, pain, joy, amusement, neutral"
HEALTH & BODY,Exercise,agility,"optimism, pride, pain, joy, amusement, neutral"
HEALTH & BODY,Exercise,stamina,"optimism, pride, pain, joy, amusement, neutral"
HEALTH & BODY,Exercise,physical activity,"optimism, pride, pain, joy, amusement, neutral"
HEALTH & BODY,Exercise,fitness routine,"optimism, pride, pain, joy, amusement, neutral"
HEALTH & BODY,Exercise,warm-up,"optimism, pride, pain, joy, amusement, neutral"
HEALTH & BODY,Exercise,cool-down,"optimism, pride, pain, joy, amusement, neutral"
HEALTH & BODY,Exercise,exercise goal,"optimism, pride, pain, joy, amusement, neutral"
HEALTH & BODY,Exercise,outdoor exercise,"optimism, pride, pain, joy, amusement, neutral"
HEALTH & BODY,Diet & nutrition,breakfast,"neutral, disgust, relief, pride"
HEALTH & BODY,Diet & nutrition,lunch,"neutral, disgust, relief, pride"
HEALTH & BODY,Diet & nutrition,dinner,"neutral, disgust, relief, pride"
HEALTH & BODY,Diet & nutrition,snack,"neutral, disgust, relief, pride"
HEALTH & BODY,Diet & nutrition,brunch,"neutral, disgust, relief, pride"
HEALTH & BODY,Diet & nutrition,midnight snack,"neutral, disgust, relief, pride"
HEALTH & BODY,Diet & nutrition,home-cooked meals,"neutral, disgust, relief, pride"
HEALTH & BODY,Diet & nutrition,takeout,"neutral, disgust, relief, pride"
HEALTH & BODY,Diet & nutrition,fast food,"neutral, disgust, relief, pride"
HEALTH & BODY,Diet & nutrition,dining out,"neutral, disgust, relief, pride"
HEALTH & BODY,Diet & nutrition,meal prep,"neutral, disgust, relief, pride"
HEALTH & BODY,Diet & nutrition,potluck,"neutral, disgust, relief, pride"
HEALTH & BODY,Diet & nutrition,street food,"neutral, disgust, relief, pride"
HEALTH & BODY,Diet & nutrition,buffet,"neutral, disgust, relief, pride"
HEALTH & BODY,Diet & nutrition,food delivery,"neutral, disgust, relief, pride"
HEALTH & BODY,Diet & nutrition,casual dining,"neutral, disgust, relief, pride"
HEALTH & BODY,Diet & nutrition,fine dining,"neutral, disgust, relief, pride"
HEALTH & BODY,Diet & nutrition,family meals,"neutral, disgust, relief, pride"
HEALTH & BODY,Diet & nutrition,comfort food,"neutral, disgust, relief, pride"
HEALTH & BODY,Diet & nutrition,communal meals,"neutral, disgust, relief, pride"
HEALTH & BODY,Diet & nutrition,grazing,"neutral, disgust, relief, pride"
HEALTH & BODY,Diet & nutrition,intermittent fasting,"neutral, disgust, relief, pride"
HEALTH & BODY,Diet & nutrition,feasting,"neutral, disgust, relief, pride"
HEALTH & BODY,Diet & nutrition,healthy eating,"neutral, disgust, relief, pride"
HEALTH & BODY,Diet & nutrition,vegetarian,"neutral, disgust, relief, pride"
HEALTH & BODY,Diet & nutrition,vegan,"neutral, disgust, relief, pride"
HEALTH & BODY,Diet & nutrition,keto,"neutral, disgust, relief, pride"
HEALTH & BODY,Diet & nutrition,paleo,"neutral, disgust, relief, pride"
HEALTH & BODY,Diet & nutrition,low-carb,"neutral, disgust, relief, pride"
HEALTH & BODY,Diet & nutrition,high-protein,"neutral, disgust, relief, pride"
HEALTH & BODY,Diet & nutrition,gluten-free,"neutral, disgust, relief, pride"
HEALTH & BODY,Diet & nutrition,dairy-free,"neutral, disgust, relief, pride"
HEALTH & BODY,Diet & nutrition,organic,"neutral, disgust, relief, pride"
HEALTH & BODY,Diet & nutrition,plant-based,"neutral, disgust, relief, pride"
HEALTH & BODY,Diet & nutrition,balanced diet,"neutral, disgust, relief, pride"
HEALTH & BODY,Diet & nutrition,indulgence,"neutral, disgust, relief, pride"
HEALTH & BODY,Diet & nutrition,cheat day,"neutral, disgust, relief, pride"
HEALTH & BODY,Diet & nutrition,calories,"neutral, disgust, relief, pride"
HEALTH & BODY,Diet & nutrition,macronutrients,"neutral, disgust, relief, pride"
HEALTH & BODY,Diet & nutrition,superfoods,"neutral, disgust, relief, pride"
HEALTH & BODY,Diet & nutrition,supplements,"neutral, disgust, relief, pride"
HEALTH & BODY,Diet & nutrition,hydration,"neutral, disgust, relief, pride"
HEALTH & BODY,Diet & nutrition,dieting,"neutral, disgust, relief, pride"
HEALTH & BODY,Diet & nutrition,mindful eating,"neutral, disgust, relief, pride"
HEALTH & BODY,Diet & nutrition,portion control,"neutral, disgust, relief, pride"
HEALTH & BODY,Diet & nutrition,nutrition tracking,"neutral, disgust, relief, pride"
TECHNOLOGY & MODERN LIFE,Social media,Instagram,"nervousness, approval, embarrassment, disgust, sadness, pride, neutral"
TECHNOLOGY & MODERN LIFE,Social media,TikTok,"nervousness, approval, embarrassment, disgust, sadness, pride, neutral"
TECHNOLOGY & MODERN LIFE,Social media,likes,"nervousness, approval, embarrassment, disgust, sadness, pride, neutral"
TECHNOLOGY & MODERN LIFE,Social media,followers,"nervousness, approval, embarrassment, disgust, sadness, pride, neutral"
TECHNOLOGY & MODERN LIFE,Social media,online,"nervousness, approval, embarrassment, disgust, sadness, pride, neutral"
TECHNOLOGY & MODERN LIFE,Social media,validation,"nervousness, approval, embarrassment, disgust, sadness, pride, neutral"
TECHNOLOGY & MODERN LIFE,Social media,scrolling,"nervousness, approval, embarrassment, disgust, sadness, pride, neutral"
TECHNOLOGY & MODERN LIFE,Social media,Twitter,"nervousness, approval, embarrassment, disgust, sadness, pride, neutral"
TECHNOLOGY & MODERN LIFE,Social media,social media,"nervousness, approval, embarrassment, disgust, sadness, pride, neutral"
TECHNOLOGY & MODERN LIFE,Social media,comments,"nervousness, approval, embarrassment, disgust, sadness, pride, neutral"
TECHNOLOGY & MODERN LIFE,Social media,interactions,"nervousness, approval, embarrassment, disgust, sadness, pride, neutral"
TECHNOLOGY & MODERN LIFE,Social media,posts,"nervousness, approval, embarrassment, disgust, sadness, pride, neutral"
TECHNOLOGY & MODERN LIFE,Social media,shares,"nervousness, approval, embarrassment, disgust, sadness, pride, neutral"
TECHNOLOGY & MODERN LIFE,Social media,reels,"nervousness, approval, embarrassment, disgust, sadness, pride, neutral"
TECHNOLOGY & MODERN LIFE,Social media,stories,"nervousness, approval, embarrassment, disgust, sadness, pride, neutral"
TECHNOLOGY & MODERN LIFE,Social media,selfies,"nervousness, approval, embarrassment, disgust, sadness, pride, neutral"
TECHNOLOGY & MODERN LIFE,Social media,hashtags,"nervousness, approval, embarrassment, disgust, sadness, pride, neutral"
TECHNOLOGY & MODERN LIFE,Social media,trends,"nervousness, approval, embarrassment, disgust, sadness, pride, neutral"
TECHNOLOGY & MODERN LIFE,Social media,influencer,"nervousness, approval, embarrassment, disgust, sadness, pride, neutral"
TECHNOLOGY & MODERN LIFE,Social media,content creation,"nervousness, approval, embarrassment, disgust, sadness, pride, neutral"
TECHNOLOGY & MODERN LIFE,Social media,engagement,"nervousness, approval, embarrassment, disgust, sadness, pride, neutral"
TECHNOLOGY & MODERN LIFE,Social media,notifications,"nervousness, approval, embarrassment, disgust, sadness, pride, neutral"
TECHNOLOGY & MODERN LIFE,Social media,viral,"nervousness, approval, embarrassment, disgust, sadness, pride, neutral"
TECHNOLOGY & MODERN LIFE,Social media,feed,"nervousness, approval, embarrassment, disgust, sadness, pride, neutral"
TECHNOLOGY & MODERN LIFE,Social media,algorithm,"nervousness, approval, embarrassment, disgust, sadness, pride, neutral"
TECHNOLOGY & MODERN LIFE,Social media,memes,"nervousness, approval, embarrassment, disgust, sadness, pride, neutral"
TECHNOLOGY & MODERN LIFE,Social media,DM,"nervousness, approval, embarrassment, disgust, sadness, pride, neutral"
TECHNOLOGY & MODERN LIFE,Social media,dm me,"nervousness, approval, embarrassment, disgust, sadness, pride, neutral"
TECHNOLOGY & MODERN LIFE,Social media,tagging,"nervousness, approval, embarrassment, disgust, sadness, pride, neutral"
TECHNOLOGY & MODERN LIFE,Social media,mentions,"nervousness, approval, embarrassment, disgust, sadness, pride, neutral"
TECHNOLOGY & MODERN LIFE,Social media,reactions,"nervousness, approval, embarrassment, disgust, sadness, pride, neutral"
TECHNOLOGY & MODERN LIFE,Social media,following,"nervousness, approval, embarrassment, disgust, sadness, pride, neutral"
TECHNOLOGY & MODERN LIFE,Social media,unfollowing,"nervousness, approval, embarrassment, disgust, sadness, pride, neutral"
TECHNOLOGY & MODERN LIFE,Social media,digital identity,"nervousness, approval, embarrassment, disgust, sadness, pride, neutral"
TECHNOLOGY & MODERN LIFE,Social media,online presence,"nervousness, approval, embarrassment, disgust, sadness, pride, neutral"
TECHNOLOGY & MODERN LIFE,Social media,social comparison,"nervousness, approval, embarrassment, disgust, sadness, pride, neutral"
TECHNOLOGY & MODERN LIFE,Social media,fear of missing out,"nervousness, approval, embarrassment, disgust, sadness, pride, neutral"
TECHNOLOGY & MODERN LIFE,Social media,social approval,"nervousness, approval, embarrassment, disgust, sadness, pride, neutral"
TECHNOLOGY & MODERN LIFE,Social media,friend requests,"nervousness, approval, embarrassment, disgust, sadness, pride, neutral"
TECHNOLOGY & MODERN LIFE,Social media,live streaming,"nervousness, approval, embarrassment, disgust, sadness, pride, neutral"
TECHNOLOGY & MODERN LIFE,Social media,virtual community,"nervousness, approval, embarrassment, disgust, sadness, pride, neutral"
TECHNOLOGY & MODERN LIFE,Digital distraction,notifications,"annoyance, nervousness, anger, amusement, neutral"
TECHNOLOGY & MODERN LIFE,Digital distraction,screen time,"annoyance, nervousness, anger, amusement, neutral"
TECHNOLOGY & MODERN LIFE,Digital distraction,focus,"annoyance, nervousness, anger, amusement, neutral"
TECHNOLOGY & MODERN LIFE,Digital distraction,attention span,"annoyance, nervousness, anger, amusement, neutral"
TECHNOLOGY & MODERN LIFE,Digital distraction,phone addiction,"annoyance, nervousness, anger, amusement, neutral"
TECHNOLOGY & MODERN LIFE,Digital distraction,news,"annoyance, nervousness, anger, amusement, neutral"
TECHNOLOGY & MODERN LIFE,Digital distraction,headlines,"annoyance, nervousness, anger, amusement, neutral"
